43.066406	-21.868652
129.199219	-15.601079
215.332031	-17.283630
301.464844	-22.490372
387.597656	-27.873669
473.730469	-28.196495
559.863281	-24.684893
645.996094	-19.005085
732.128906	-19.754889
818.261719	-26.191357
904.394531	-32.447056
990.527344	-36.556339
1076.660156	-38.027504
1162.792969	-38.018745
1248.925781	-37.383060
1335.058594	-34.182922
1421.191406	-29.768990
1507.324219	-27.921957
1593.457031	-29.609373
1679.589844	-33.778667
1765.722656	-39.260910
1851.855469	-42.911190
1937.988281	-44.645523
2024.121094	-44.708088
2110.253906	-43.656097
2196.386719	-40.680328
2282.519531	-36.835655
2368.652344	-35.103127
2454.785156	-37.576675
2540.917969	-44.249325
2627.050781	-47.677860
2713.183594	-49.446762
2799.316406	-50.370548
2885.449219	-50.220024
2971.582031	-49.180412
3057.714844	-47.078644
3143.847656	-43.914948
3229.980469	-41.248978
3316.113281	-39.999973
3402.246094	-40.965897
3488.378906	-45.486141
3574.511719	-48.686550
3660.644531	-52.433727
3746.777344	-55.647785
3832.910156	-59.188843
3919.042969	-63.987640
4005.175781	-67.466835
4091.308594	-64.741493
4177.441406	-61.949783
4263.574219	-60.628899
4349.707031	-61.080612
4435.839844	-61.747299
4521.972656	-63.819973
4608.105469	-66.817543
4694.238281	-69.863960
4780.371094	-69.990860
4866.503906	-71.793854
4952.636719	-73.231575
5038.769531	-73.005432
5124.902344	-73.367378
5211.035156	-73.898994
5297.167969	-73.433823
5383.300781	-72.450394
5469.433594	-71.194557
5555.566406	-69.203194
5641.699219	-66.493500
5727.832031	-63.748917
5813.964844	-62.085091
5900.097656	-62.951145
5986.230469	-64.366699
6072.363281	-65.739769
6158.496094	-66.515556
6244.628906	-66.561127
6330.761719	-66.080040
6416.894531	-64.743683
6503.027344	-63.679802
6589.160156	-63.752914
6675.292969	-64.447182
6761.425781	-66.332527
6847.558594	-69.134521
6933.691406	-73.227722
7019.824219	-77.131905
7105.957031	-80.665596
7192.089844	-84.167946
7278.222656	-87.109871
7364.355469	-87.930367
7450.488281	-87.853401
7536.621094	-89.218201
7622.753906	-88.661140
7708.886719	-85.402657
7795.019531	-81.293198
7881.152344	-77.768074
7967.285156	-74.636238
8053.417969	-71.591385
8139.550781	-69.809814
8225.683594	-69.178833
8311.816406	-68.980820
8397.949219	-69.414413
8484.082031	-69.743927
8570.214844	-70.059280
8656.347656	-70.054695
8742.480469	-69.632591
8828.613281	-68.598152
8914.746094	-67.329102
9000.878906	-65.977409
9087.011719	-64.947281
9173.144531	-63.722603
9259.277344	-62.706547
9345.410156	-62.572952
9431.542969	-63.074135
9517.675781	-63.952644
9603.808594	-64.937126
9689.941406	-65.740074
9776.074219	-66.662384
9862.207031	-67.264122
9948.339844	-68.134529
10034.472656	-69.163223
10120.605469	-69.610512
10206.738281	-69.783661
10292.871094	-70.374557
10379.003906	-71.241196
10465.136719	-72.471649
10551.269531	-72.192223
10637.402344	-68.407051
10723.535156	-65.801476
