43.066406	-30.198742
129.199219	-28.247530
215.332031	-27.696600
301.464844	-25.891037
387.597656	-25.335886
473.730469	-31.210819
559.863281	-37.296490
645.996094	-43.328926
732.128906	-50.198601
818.261719	-50.934742
904.394531	-52.163349
990.527344	-55.084549
1076.660156	-56.051285
1162.792969	-53.615314
1248.925781	-49.206017
1335.058594	-45.229584
1421.191406	-44.872860
1507.324219	-48.731091
1593.457031	-57.819878
1679.589844	-59.955147
1765.722656	-61.686218
1851.855469	-62.389164
1937.988281	-61.588058
2024.121094	-57.509491
2110.253906	-52.673561
2196.386719	-49.344418
2282.519531	-51.578316
2368.652344	-57.079140
2454.785156	-62.747341
2540.917969	-64.714424
2627.050781	-65.150398
2713.183594	-65.226860
2799.316406	-66.032616
2885.449219	-65.440193
2971.582031	-62.188118
3057.714844	-59.348904
3143.847656	-58.490738
3229.980469	-60.733749
3316.113281	-63.076729
3402.246094	-64.657410
3488.378906	-67.631218
3574.511719	-71.969536
3660.644531	-76.854416
3746.777344	-79.864578
3832.910156	-81.445404
3919.042969	-81.979126
4005.175781	-82.865639
4091.308594	-83.590820
4177.441406	-83.310341
4263.574219	-79.573318
4349.707031	-74.651489
4435.839844	-71.770897
4521.972656	-71.979340
4608.105469	-77.664970
4694.238281	-84.111008
4780.371094	-87.501183
4866.503906	-88.956757
4952.636719	-89.892838
5038.769531	-90.090164
5124.902344	-90.062653
5211.035156	-89.704102
5297.167969	-89.417267
5383.300781	-89.194084
5469.433594	-88.294685
5555.566406	-87.505402
5641.699219	-87.125298
5727.832031	-87.871910
5813.964844	-88.634529
5900.097656	-88.771111
5986.230469	-88.558052
6072.363281	-88.394279
6158.496094	-87.358055
6244.628906	-85.078682
6330.761719	-82.120308
6416.894531	-79.750992
6503.027344	-79.041969
6589.160156	-79.140953
6675.292969	-79.742355
6761.425781	-82.495667
6847.558594	-86.704636
6933.691406	-90.557083
7019.824219	-92.168556
7105.957031	-91.978729
7192.089844	-91.909851
7278.222656	-91.842216
7364.355469	-90.574471
7450.488281	-89.043510
7536.621094	-89.044495
7622.753906	-87.813599
7708.886719	-86.156761
7795.019531	-86.721291
7881.152344	-87.025658
7967.285156	-86.018806
8053.417969	-85.531128
8139.550781	-84.717293
8225.683594	-83.913727
8311.816406	-83.576424
8397.949219	-83.662010
8484.082031	-85.775261
8570.214844	-84.875053
8656.347656	-82.832466
8742.480469	-80.538887
8828.613281	-79.092651
8914.746094	-77.851334
9000.878906	-77.414024
9087.011719	-78.378731
9173.144531	-80.905548
9259.277344	-83.626793
9345.410156	-84.849564
9431.542969	-85.062202
9517.675781	-84.438858
9603.808594	-83.354233
9689.941406	-81.465141
9776.074219	-80.088486
9862.207031	-80.680000
9948.339844	-83.120300
10034.472656	-85.320580
10120.605469	-86.583458
10206.738281	-86.436150
10292.871094	-85.831985
10379.003906	-85.084404
10465.136719	-83.831673
10551.269531	-82.442757
10637.402344	-81.221359
10723.535156	-79.597260
